mileage,Age,stroke_values,Light Type,price
60000,23,2 stroke,Single Light,420000
88000,13,4 stroke,Double Light,720000
10000,17,2 stroke,Single Light,595000
57276,9,4 stroke,Double Light,935000
65128,13,4 stroke,Double Light,825000
74300,14,4 stroke,Double Light,625000
45252,18,2 stroke,Single Light,775000
75000,12,4 stroke,Double Light,754000
63353,33,2 stroke,Single Light,280000
64000,13,4 stroke,Double Light,840000
58345,15,4 stroke,Single Light,575000
50000,12,4 stroke,Double Light,825000
98566,11,4 stroke,Double Light,750000
53000,12,4 stroke,Double Light,780000
64000,8,4 stroke,Double Light,790000
55807,12,4 stroke,Double Light,800000
45000,13,4 stroke,Double Light,810000
56884,21,2 stroke,Single Light,575000
60000,17,4 stroke,Single Light,640000
65412,28,2 stroke,Single Light,230000
66700,16,4 stroke,Single Light,510000
58000,12,4 stroke,Double Light,765000
78000,24,2 stroke,Single Light,350000
64000,12,4 stroke,Double Light,750000
12345,21,2 stroke,Single Light,465000
150000,25,2 stroke,Single Light,325000
35000,8,4 stroke,Double Light,960000
87277,17,2 stroke,Single Light,640000
195000,25,2 stroke,Single Light,495000
45000,10,4 stroke,Double Light,950000
125000,20,2 stroke,Single Light,430000
59906,8,4 stroke,Double Light,1095000
37000,13,4 stroke,Double Light,800000
30000,8,4 stroke,Double Light,885000
45000,13,4 stroke,Double Light,770000
25000,19,2 stroke,Single Light,435000
20000,4,4 stroke,Double Light,1320000
42523,13,4 stroke,Double Light,700000
34900,7,4 stroke,Double Light,1230000
56541,8,4 stroke,Double Light,980000
65412,12,4 stroke,Double Light,825000
65000,10,4 stroke,Double Light,930000
120000,19,2 stroke,Single Light,485000
25000,8,4 stroke,Double Light,1200000
60000,10,4 stroke,Double Light,850000
56380,10,4 stroke,Double Light,865000
55000,11,4 stroke,Double Light,790000
56000,5,4 stroke,Double Light,1480000
50000,19,2 stroke,Single Light,520000
100000,9,4 stroke,Double Light,900000
30000,5,4 stroke,Double Light,1350000
45120,10,4 stroke,Double Light,880000
84000,13,4 stroke,Double Light,875000
25000,12,4 stroke,Double Light,810000
52688,14,4 stroke,Double Light,730000
24300,20,2 stroke,Single Light,398000
12345,15,4 stroke,Single Light,600000
40000,13,4 stroke,Double Light,670000
55700,10,4 stroke,Double Light,960000
50000,13,4 stroke,Double Light,920000
80000,19,2 stroke,Single Light,460000
83334,20,2 stroke,Single Light,390000
60000,20,2 stroke,Single Light,340000
55000,11,4 stroke,Double Light,900000
34104,8,4 stroke,Double Light,925000
58767,12,4 stroke,Double Light,770000
50000,13,4 stroke,Double Light,660000
56000,10,4 stroke,Double Light,850000
40000,9,4 stroke,Double Light,980000
45236,9,4 stroke,Double Light,860000
50000,8,4 stroke,Double Light,980000
35000,16,4 stroke,Single Light,650000
50000,14,4 stroke,Double Light,610000
42000,19,2 stroke,Single Light,465000
45000,12,4 stroke,Double Light,770000
85000,11,4 stroke,Double Light,850000
45000,22,2 stroke,Single Light,400000
50000,11,4 stroke,Double Light,800000
61143,28,2 stroke,Single Light,360000
35000,10,4 stroke,Double Light,1050000
35000,11,4 stroke,Double Light,850000
84000,13,4 stroke,Double Light,900000
22400,9,4 stroke,Double Light,1130000
12345,15,4 stroke,Single Light,640000
98000,9,4 stroke,Double Light,875000
50000,18,4 stroke,Single Light,495000
44444,12,4 stroke,Double Light,875000
25000,9,4 stroke,Double Light,940000
43000,9,4 stroke,Double Light,885000
28800,8,4 stroke,Double Light,1100000
42000,4,4 stroke,Double Light,1290000
45831,12,4 stroke,Double Light,840000
30000,7,4 stroke,Double Light,980000
50000,8,4 stroke,Double Light,1000000
75422,13,4 stroke,Double Light,790000
35000,12,4 stroke,Double Light,775000
28566,13,4 stroke,Double Light,800000
34500,8,4 stroke,Double Light,1120000
64000,19,2 stroke,Single Light,555000
57918,17,2 stroke,Single Light,650000
56234,7,4 stroke,Double Light,1150000
55000,7,4 stroke,Double Light,1260000
35000,5,4 stroke,Double Light,1175000
52668,16,4 stroke,Single Light,585000
35000,17,2 stroke,Single Light,620000
20000,9,4 stroke,Double Light,960000
88000,21,2 stroke,Single Light,375000
20000,15,4 stroke,Single Light,650000
25000,22,2 stroke,Single Light,480000
77000,12,4 stroke,Double Light,790000
65000,25,2 stroke,Single Light,475000
35000,8,4 stroke,Double Light,850000
64640,8,4 stroke,Double Light,875000
85541,8,4 stroke,Double Light,1215000
33000,21,2 stroke,Single Light,350000
69000,13,4 stroke,Double Light,740000
62415,28,2 stroke,Single Light,300000
43321,18,2 stroke,Single Light,450000
65000,18,4 stroke,Single Light,590000
80000,12,4 stroke,Double Light,890000
58000,11,4 stroke,Double Light,1020000
23100,8,4 stroke,Double Light,975000
29694,11,4 stroke,Double Light,750000
55000,12,4 stroke,Double Light,780000
79000,18,2 stroke,Single Light,530000
65000,29,2 stroke,Single Light,380000
55000,13,4 stroke,Double Light,680000
45532,7,4 stroke,Double Light,850000
63000,9,4 stroke,Double Light,985000
42000,11,4 stroke,Double Light,900000
25000,11,4 stroke,Double Light,795000
20000,13,4 stroke,Double Light,750000
100000,12,4 stroke,Double Light,725000
30000,8,4 stroke,Double Light,890000
55000,9,4 stroke,Double Light,1030000
88000,10,4 stroke,Double Light,825000
125000,13,4 stroke,Double Light,620000
65000,21,2 stroke,Single Light,450000
175000,22,2 stroke,Single Light,540000
30000,7,4 stroke,Double Light,1235000
9118,10,4 stroke,Double Light,980000
65000,28,2 stroke,Single Light,310000
43000,11,4 stroke,Double Light,860000
51374,12,4 stroke,Double Light,795000
50000,9,4 stroke,Double Light,870000
72000,11,4 stroke,Double Light,760000
69970,14,4 stroke,Double Light,670000
74512,16,4 stroke,Single Light,580000
32152,7,4 stroke,Double Light,1050000
14000,12,4 stroke,Double Light,975000
85562,12,4 stroke,Double Light,740000
42442,6,4 stroke,Double Light,1150000
43313,16,4 stroke,Single Light,480000
57755,9,4 stroke,Double Light,920000
65000,15,4 stroke,Single Light,590000
45378,6,4 stroke,Double Light,900000
50000,9,4 stroke,Double Light,1000000
32000,9,4 stroke,Double Light,970000
31524,15,4 stroke,Single Light,695000
50000,13,4 stroke,Double Light,715000
65000,14,4 stroke,Double Light,650000
44434,19,2 stroke,Single Light,520000
60000,12,4 stroke,Double Light,775000
56000,7,4 stroke,Double Light,1050000
100000,20,2 stroke,Single Light,485000
55642,21,2 stroke,Single Light,330000
48000,8,4 stroke,Double Light,1075000
43313,8,4 stroke,Double Light,1025000
32152,26,2 stroke,Single Light,380000
22552,9,4 stroke,Double Light,920000
15000,6,4 stroke,Double Light,1110000
32123,12,4 stroke,Double Light,820000
60000,9,4 stroke,Double Light,1060000
32154,11,4 stroke,Double Light,750000
17000,13,4 stroke,Double Light,695000
68000,13,4 stroke,Double Light,460000
75320,18,4 stroke,Single Light,525000
45000,16,4 stroke,Single Light,720000
32152,9,4 stroke,Double Light,1020000
84656,19,2 stroke,Single Light,550000
87900,13,4 stroke,Double Light,660000
35000,12,4 stroke,Double Light,760000
48000,12,4 stroke,Double Light,855000
45000,8,4 stroke,Double Light,990000
44431,17,4 stroke,Single Light,765000
75896,20,2 stroke,Single Light,480000
20000,8,4 stroke,Double Light,975000
25800,9,4 stroke,Double Light,1000000
45000,12,4 stroke,Double Light,875000
75000,9,4 stroke,Double Light,866000
53543,16,4 stroke,Single Light,645000
12555,10,4 stroke,Double Light,960000
28000,13,4 stroke,Double Light,800000
85000,12,4 stroke,Double Light,720000
56523,8,4 stroke,Double Light,820000
63000,13,4 stroke,Double Light,790000
158000,19,2 stroke,Single Light,480000
10369,5,4 stroke,Double Light,1350000
45000,9,4 stroke,Double Light,860000
53685,21,2 stroke,Single Light,575000
80000,28,2 stroke,Single Light,280000
68640,8,4 stroke,Double Light,965000
76350,9,4 stroke,Double Light,790000
179000,19,2 stroke,Single Light,340000
25000,16,4 stroke,Single Light,680000
95000,17,4 stroke,Single Light,610000
67354,13,4 stroke,Double Light,895000
128000,16,4 stroke,Single Light,735000
72000,15,4 stroke,Single Light,650000
50000,15,4 stroke,Single Light,800000
45600,6,4 stroke,Double Light,1100000
50000,22,2 stroke,Single Light,470000
50000,13,4 stroke,Double Light,588000
32154,18,2 stroke,Single Light,435000
35214,4,4 stroke,Double Light,1470000
25463,11,4 stroke,Double Light,760000
57575,17,4 stroke,Single Light,700000
53353,12,4 stroke,Double Light,780000
23000,7,4 stroke,Double Light,900000
45000,13,4 stroke,Double Light,520000
75000,18,4 stroke,Single Light,400000
40000,21,2 stroke,Single Light,550000
67000,9,4 stroke,Double Light,835000
35000,17,4 stroke,Single Light,595000
70980,14,4 stroke,Double Light,580000
35000,8,4 stroke,Double Light,950000
100000,19,2 stroke,Single Light,340000
69000,12,4 stroke,Double Light,945000
150000,19,2 stroke,Single Light,450000
45000,12,4 stroke,Double Light,700000
67000,14,4 stroke,Double Light,695000
100000,7,4 stroke,Double Light,1233000
96000,12,4 stroke,Double Light,715000
60000,10,4 stroke,Double Light,1100000
50000,10,4 stroke,Double Light,950000
45000,6,4 stroke,Double Light,1125000
30000,10,4 stroke,Double Light,800000
50000,14,4 stroke,Double Light,540000
120000,22,2 stroke,Single Light,560000
32145,12,4 stroke,Double Light,725000
85600,11,4 stroke,Double Light,700000
56312,5,4 stroke,Double Light,1200000
72000,18,2 stroke,Single Light,700000
65000,20,2 stroke,Single Light,468000
50000,28,2 stroke,Single Light,295000
55357,9,4 stroke,Double Light,895000
52568,14,4 stroke,Double Light,695000
54000,12,4 stroke,Double Light,850000
32000,8,4 stroke,Double Light,1100000
44331,11,4 stroke,Double Light,840000
100000,12,4 stroke,Double Light,760000
62450,15,4 stroke,Single Light,650000
125000,18,4 stroke,Single Light,550000
25000,14,4 stroke,Double Light,620000
32154,12,4 stroke,Double Light,795000
40000,12,4 stroke,Double Light,865000
5555,25,2 stroke,Single Light,450000
54321,11,4 stroke,Double Light,825000
89000,10,4 stroke,Double Light,760000
74451,17,4 stroke,Single Light,535000
32152,14,4 stroke,Double Light,520000
65652,8,4 stroke,Double Light,950000
128000,27,2 stroke,Single Light,235000
45398,9,4 stroke,Double Light,860000
42369,7,4 stroke,Double Light,1000000
44400,10,4 stroke,Double Light,915000
75000,7,4 stroke,Double Light,920000
85000,11,4 stroke,Double Light,790000
54300,9,4 stroke,Double Light,925000
25000,8,4 stroke,Double Light,1250000
25000,14,4 stroke,Double Light,670000
79000,9,4 stroke,Double Light,830000
52000,9,4 stroke,Double Light,870000
40500,16,4 stroke,Single Light,600000
32154,9,4 stroke,Double Light,900000
15000,7,4 stroke,Double Light,1075000
50300,10,4 stroke,Double Light,875000
32152,8,4 stroke,Double Light,1050000
56231,7,4 stroke,Double Light,1220000
21588,12,4 stroke,Double Light,750000
42568,16,4 stroke,Single Light,570000
45000,20,2 stroke,Single Light,510000
62000,12,4 stroke,Double Light,750000
20000,31,2 stroke,Single Light,360000
142000,20,2 stroke,Single Light,380000
25000,6,4 stroke,Double Light,1150000
45000,11,4 stroke,Double Light,925000
28697,25,2 stroke,Single Light,325000
99000,17,4 stroke,Single Light,555000
38000,12,4 stroke,Double Light,775000
42100,11,4 stroke,Double Light,880000
85623,7,4 stroke,Double Light,1180000
45688,16,4 stroke,Single Light,650000
65000,25,2 stroke,Single Light,295000
35000,12,4 stroke,Double Light,750000
32134,15,4 stroke,Single Light,440000
65000,15,4 stroke,Single Light,585000
50000,17,4 stroke,Single Light,565000
75300,18,4 stroke,Single Light,650000
55000,14,4 stroke,Double Light,660000
32154,12,4 stroke,Double Light,720000
60000,13,4 stroke,Double Light,735000
65000,23,2 stroke,Single Light,350000
65000,9,4 stroke,Double Light,940000
70000,15,4 stroke,Single Light,590000
42566,11,4 stroke,Double Light,775000
65418,7,4 stroke,Double Light,1075000
56000,20,2 stroke,Single Light,540000
50000,9,4 stroke,Double Light,1050000
54000,9,4 stroke,Double Light,980000
80000,10,4 stroke,Double Light,1080000
43424,7,4 stroke,Double Light,950000
45000,7,4 stroke,Double Light,1030000
36270,8,4 stroke,Double Light,910000
65000,15,4 stroke,Single Light,630000
28000,7,4 stroke,Double Light,1260000
45600,12,4 stroke,Double Light,840000
45800,11,4 stroke,Double Light,780000
62700,9,4 stroke,Double Light,1160000
25000,8,4 stroke,Double Light,780000
52734,7,4 stroke,Double Light,950000
40000,9,4 stroke,Double Light,935000
32152,17,4 stroke,Single Light,570000
45272,11,4 stroke,Double Light,875000
89564,8,4 stroke,Double Light,1125000
55000,8,4 stroke,Double Light,960000
32135,8,4 stroke,Double Light,1020000
88600,23,2 stroke,Single Light,335000
74512,9,4 stroke,Double Light,860000
44313,7,4 stroke,Double Light,1035000
44440,12,4 stroke,Double Light,865000
55000,7,4 stroke,Double Light,1030000
52846,16,4 stroke,Single Light,570000
45000,19,2 stroke,Single Light,385000
60000,13,4 stroke,Double Light,695000
60000,19,2 stroke,Single Light,625000
37000,11,4 stroke,Double Light,745000
25000,12,4 stroke,Double Light,730000
50000,12,4 stroke,Double Light,740000
32421,11,4 stroke,Double Light,765000
45000,9,4 stroke,Double Light,950000
45000,10,4 stroke,Double Light,890000
44321,11,4 stroke,Double Light,800000
43500,9,4 stroke,Double Light,790000
64000,12,4 stroke,Double Light,560000
54000,16,4 stroke,Single Light,540000
32152,11,4 stroke,Double Light,800000
20000,28,2 stroke,Single Light,265000
35000,14,4 stroke,Double Light,600000
60000,16,4 stroke,Single Light,675000
5286,12,4 stroke,Double Light,950000
55555,17,4 stroke,Single Light,540000
50000,12,4 stroke,Double Light,720000
65000,8,4 stroke,Double Light,820000
61000,7,4 stroke,Double Light,1300000
54510,17,4 stroke,Single Light,543000
65000,9,4 stroke,Double Light,950000
55555,29,2 stroke,Single Light,365000
60000,8,4 stroke,Double Light,900000
40000,8,4 stroke,Double Light,950000
30000,4,4 stroke,Double Light,1460000
12345,15,4 stroke,Single Light,390000
32134,12,4 stroke,Double Light,820000
56123,13,4 stroke,Double Light,680000
57000,9,4 stroke,Double Light,1100000
63900,12,4 stroke,Double Light,750000
68000,12,4 stroke,Double Light,780000
45000,10,4 stroke,Double Light,790000
48054,8,4 stroke,Double Light,1000000
46390,9,4 stroke,Double Light,994000
120000,19,2 stroke,Single Light,500000
32325,8,4 stroke,Double Light,1000000
25000,17,4 stroke,Single Light,500000
44233,9,4 stroke,Double Light,820000
80000,17,2 stroke,Single Light,560000
32580,5,4 stroke,Double Light,1450000
135300,29,2 stroke,Single Light,270000
39000,14,4 stroke,Double Light,675000
30000,8,4 stroke,Double Light,1200000
84231,15,4 stroke,Single Light,630000
45000,19,2 stroke,Single Light,425000
78451,8,4 stroke,Double Light,1070000
98985,18,4 stroke,Single Light,660000
12345,12,4 stroke,Double Light,650000
60000,17,4 stroke,Single Light,535000
23000,10,4 stroke,Double Light,1030000
44331,12,4 stroke,Double Light,775000
95800,17,2 stroke,Single Light,780000
64200,17,4 stroke,Single Light,725000
30000,11,4 stroke,Double Light,890000
61300,8,4 stroke,Double Light,855000
32000,9,4 stroke,Double Light,920000
55353,18,4 stroke,Single Light,625000
85621,10,4 stroke,Double Light,1000000
12345,12,4 stroke,Double Light,560000
60000,16,4 stroke,Single Light,595000
42000,6,4 stroke,Double Light,1125000
45000,14,4 stroke,Double Light,545000
50000,10,4 stroke,Double Light,820000
40000,3,4 stroke,Double Light,1530000
35000,6,4 stroke,Double Light,1200000
48000,21,2 stroke,Single Light,450000
25000,4,4 stroke,Double Light,1300000
25000,17,2 stroke,Single Light,450000
35800,8,4 stroke,Double Light,975000
21588,11,4 stroke,Double Light,715000
25000,19,2 stroke,Single Light,550000
5000,16,4 stroke,Single Light,500000
66000,8,4 stroke,Double Light,950000
50000,9,4 stroke,Double Light,900000
35000,11,4 stroke,Double Light,750000
38000,8,4 stroke,Double Light,880000
12000,9,4 stroke,Double Light,900000
67500,19,2 stroke,Single Light,415000
35000,19,2 stroke,Single Light,460000
65000,17,2 stroke,Single Light,665000
12588,20,2 stroke,Single Light,600000
50000,16,4 stroke,Single Light,675000
60000,11,4 stroke,Double Light,780000
35000,7,4 stroke,Double Light,1150000
44331,8,4 stroke,Double Light,865000
50000,16,4 stroke,Single Light,600000
63000,9,4 stroke,Double Light,890000
45000,9,4 stroke,Double Light,990000
25000,12,4 stroke,Double Light,730000
50000,9,4 stroke,Double Light,930000
98000,30,2 stroke,Single Light,320000
12345,8,4 stroke,Double Light,700000
60000,11,4 stroke,Double Light,730000
24000,18,2 stroke,Single Light,550000
82470,17,2 stroke,Single Light,620000
66000,19,2 stroke,Single Light,445000
99000,11,4 stroke,Double Light,960000
25000,12,4 stroke,Double Light,760000
44300,5,4 stroke,Double Light,1030000
45000,15,4 stroke,Single Light,600000
54000,15,4 stroke,Single Light,670000
45000,12,4 stroke,Double Light,870000
55000,10,4 stroke,Double Light,930000
40000,8,4 stroke,Double Light,840000
24000,3,4 stroke,Double Light,860000
75000,10,4 stroke,Double Light,820000
56000,8,4 stroke,Double Light,1270000
75000,10,4 stroke,Double Light,880000
60000,6,4 stroke,Double Light,930000
100000,8,4 stroke,Double Light,865000
50000,12,4 stroke,Double Light,850000
74512,16,4 stroke,Single Light,470000
41000,4,4 stroke,Double Light,1220000
74512,16,4 stroke,Single Light,570000
85400,17,4 stroke,Single Light,570000
44331,16,4 stroke,Single Light,580000
34000,9,4 stroke,Double Light,950000
75000,15,4 stroke,Single Light,500000
55000,16,4 stroke,Single Light,580000
85000,11,4 stroke,Double Light,925000
154800,31,2 stroke,Single Light,298888
40000,6,4 stroke,Double Light,1030000
55000,13,4 stroke,Double Light,750000
20000,11,4 stroke,Double Light,815000
32154,13,4 stroke,Double Light,735000
38000,13,4 stroke,Double Light,680000
35000,9,4 stroke,Double Light,795000
21588,17,2 stroke,Single Light,475000
90000,23,2 stroke,Single Light,330000
59637,13,4 stroke,Double Light,615000
78000,12,4 stroke,Double Light,850000
99500,10,4 stroke,Double Light,890000
70000,11,4 stroke,Double Light,1000000
75487,15,4 stroke,Single Light,575000
40575,8,4 stroke,Double Light,1000000
67000,16,4 stroke,Single Light,645000
40000,8,4 stroke,Double Light,865000
47493,15,4 stroke,Single Light,795000
24800,7,4 stroke,Double Light,1135000
45000,17,4 stroke,Single Light,635000
50000,12,4 stroke,Double Light,645000
78455,15,4 stroke,Single Light,750000
30000,6,4 stroke,Double Light,1050000
44331,22,2 stroke,Single Light,580000
50453,9,4 stroke,Double Light,900000
12345,14,4 stroke,Double Light,460000
56000,17,4 stroke,Single Light,550000
45000,14,4 stroke,Double Light,700000
32463,19,2 stroke,Single Light,470000
65000,20,2 stroke,Single Light,535000
65000,27,2 stroke,Single Light,450000
67900,19,2 stroke,Single Light,655000
45000,23,2 stroke,Single Light,350000
32154,30,2 stroke,Single Light,210000
46883,19,2 stroke,Single Light,590000
35000,8,4 stroke,Double Light,930000
40000,12,4 stroke,Double Light,795000
35000,12,4 stroke,Double Light,750000
64000,6,4 stroke,Double Light,1300000
68000,8,4 stroke,Double Light,935000
45535,7,4 stroke,Double Light,1200000
37413,8,4 stroke,Double Light,975000
12345,12,4 stroke,Double Light,610000
25000,21,2 stroke,Single Light,450000
33000,10,4 stroke,Double Light,750000
20000,18,2 stroke,Single Light,530000
56234,11,4 stroke,Double Light,900000
65000,18,2 stroke,Single Light,575000
45000,12,4 stroke,Double Light,880000
54000,12,4 stroke,Double Light,755000
98000,10,4 stroke,Double Light,900000
65000,12,4 stroke,Double Light,900000
35000,8,4 stroke,Double Light,1050000
20000,31,2 stroke,Single Light,370000
22600,12,4 stroke,Double Light,821000
35000,7,4 stroke,Double Light,1130000
125800,24,2 stroke,Single Light,190000
50000,7,4 stroke,Double Light,1175000
55000,9,4 stroke,Double Light,880000
30000,19,2 stroke,Single Light,570000
50000,17,2 stroke,Single Light,548000
12345,12,4 stroke,Double Light,550000
56231,14,4 stroke,Double Light,650000
40000,12,4 stroke,Double Light,680000
51000,16,4 stroke,Single Light,590000
10000,10,4 stroke,Double Light,870000
58000,10,4 stroke,Double Light,1050000
120000,13,4 stroke,Double Light,700000
50000,18,2 stroke,Single Light,450000
65000,18,4 stroke,Single Light,545000
50000,11,4 stroke,Double Light,850000
44370,11,4 stroke,Double Light,780000
12588,13,4 stroke,Double Light,820000
50000,13,4 stroke,Double Light,725000
65459,8,4 stroke,Double Light,980000
50000,13,4 stroke,Double Light,850000
35000,9,4 stroke,Double Light,1100000
32325,24,2 stroke,Single Light,375000
54321,16,4 stroke,Single Light,600000
45754,16,4 stroke,Single Light,535000
76000,12,4 stroke,Double Light,850000
56000,11,4 stroke,Double Light,780000
45000,18,4 stroke,Single Light,530000
50000,8,4 stroke,Double Light,865000
31900,7,4 stroke,Double Light,1040000
47900,12,4 stroke,Double Light,900000
52345,15,4 stroke,Single Light,615000
50000,9,4 stroke,Double Light,770000
15400,19,2 stroke,Single Light,420000
45700,10,4 stroke,Double Light,920000
79000,17,4 stroke,Single Light,510000
40000,8,4 stroke,Double Light,1120000
25000,18,2 stroke,Single Light,650000
50000,18,2 stroke,Single Light,445000
43000,10,4 stroke,Double Light,900000
60000,33,2 stroke,Single Light,288000
100000,15,4 stroke,Single Light,610000
44331,15,4 stroke,Single Light,620000
75000,20,2 stroke,Single Light,530000
47523,17,4 stroke,Single Light,610000
32134,11,4 stroke,Double Light,830000
76800,8,4 stroke,Double Light,1050000
69658,10,4 stroke,Double Light,1050000
32154,9,4 stroke,Double Light,920000
54532,10,4 stroke,Double Light,1050000
30000,19,2 stroke,Single Light,520000
20000,9,4 stroke,Double Light,975000
12588,15,4 stroke,Single Light,595000
73000,8,4 stroke,Double Light,1250000
87500,10,4 stroke,Double Light,1100000
132544,18,2 stroke,Single Light,610000
65000,12,4 stroke,Double Light,760000
25000,17,2 stroke,Single Light,630000
20000,17,4 stroke,Single Light,430000
35500,15,4 stroke,Single Light,610000
89000,14,4 stroke,Double Light,620000
60000,17,4 stroke,Single Light,590000
39000,5,4 stroke,Double Light,1350000
80000,14,4 stroke,Double Light,680000
25000,5,4 stroke,Double Light,1150000
88000,23,2 stroke,Single Light,400000
65000,8,4 stroke,Double Light,1050000
25000,18,4 stroke,Single Light,440000
45000,8,4 stroke,Double Light,970000
65412,9,4 stroke,Double Light,945000
25000,8,4 stroke,Double Light,1070000
26852,8,4 stroke,Double Light,920000
80000,11,4 stroke,Double Light,900000
50000,11,4 stroke,Double Light,890000
25000,17,4 stroke,Single Light,500000
40000,13,4 stroke,Double Light,700000
50000,17,2 stroke,Single Light,520000
97538,28,2 stroke,Single Light,335000
62727,16,4 stroke,Single Light,630000
41600,20,2 stroke,Single Light,565000
20000,17,4 stroke,Single Light,480000
40000,12,4 stroke,Double Light,850000
50000,11,4 stroke,Double Light,890000
24146,18,2 stroke,Single Light,550000
112211,27,2 stroke,Single Light,330000
75566,17,2 stroke,Single Light,670000
32965,9,4 stroke,Double Light,855000
120000,11,4 stroke,Double Light,1000000
53535,18,4 stroke,Single Light,595000
53000,12,4 stroke,Double Light,795000
47000,8,4 stroke,Double Light,1275000
98000,17,2 stroke,Single Light,590000
156230,24,2 stroke,Single Light,338000
60000,15,4 stroke,Single Light,610000
78451,12,4 stroke,Double Light,750000
53160,8,4 stroke,Double Light,925000
70000,17,4 stroke,Single Light,530000
53865,8,4 stroke,Double Light,990000
47800,12,4 stroke,Double Light,775000
32154,12,4 stroke,Double Light,720000
65000,17,2 stroke,Single Light,525000
64000,17,4 stroke,Single Light,620000
65000,25,2 stroke,Single Light,355000
35000,8,4 stroke,Double Light,1268000
43313,10,4 stroke,Double Light,860000
45000,17,4 stroke,Single Light,590000
35626,13,4 stroke,Double Light,760000
34000,12,4 stroke,Double Light,850000
85658,24,2 stroke,Single Light,435000
55000,20,2 stroke,Single Light,440000
65000,18,2 stroke,Single Light,660000
20000,17,2 stroke,Single Light,600000
65000,7,4 stroke,Double Light,1200000
45000,18,2 stroke,Single Light,590000
87900,7,4 stroke,Double Light,1040000
45000,11,4 stroke,Double Light,870000
98000,11,4 stroke,Double Light,980000
65300,12,4 stroke,Double Light,575000
37000,8,4 stroke,Double Light,1070000
72888,18,2 stroke,Single Light,580000
25000,13,4 stroke,Double Light,640000
35000,8,4 stroke,Double Light,1035000
56000,10,4 stroke,Double Light,1125000
5566,24,2 stroke,Single Light,320000
40000,9,4 stroke,Double Light,900000
125800,17,4 stroke,Single Light,680000
30000,3,4 stroke,Double Light,1330000
20000,18,4 stroke,Single Light,510000
89564,11,4 stroke,Double Light,840000
38500,7,4 stroke,Double Light,990000
68000,11,4 stroke,Double Light,950000
89890,10,4 stroke,Double Light,850000
50000,20,2 stroke,Single Light,500000
45800,8,4 stroke,Double Light,1010000
21545,15,4 stroke,Single Light,590000
52688,16,4 stroke,Single Light,490000
45000,8,4 stroke,Double Light,1150000
32154,14,4 stroke,Double Light,580000
124000,16,4 stroke,Single Light,720000
65000,15,4 stroke,Single Light,685000
65000,13,4 stroke,Double Light,750000
43313,13,4 stroke,Double Light,850000
64500,13,4 stroke,Double Light,800000
32152,4,4 stroke,Double Light,1460000
50000,14,4 stroke,Double Light,750000
65000,17,2 stroke,Single Light,590000
78000,14,4 stroke,Double Light,575000
62772,8,4 stroke,Double Light,1030000
12346,20,2 stroke,Single Light,480000
50000,13,4 stroke,Double Light,715000
46000,8,4 stroke,Double Light,970000
44323,8,4 stroke,Double Light,950000
56252,15,4 stroke,Single Light,545000
88000,9,4 stroke,Double Light,1100000
74512,10,4 stroke,Double Light,1000000
50000,17,4 stroke,Single Light,365000
20000,18,2 stroke,Single Light,575000
24000,8,4 stroke,Double Light,890000
120000,15,4 stroke,Single Light,640000
58000,15,4 stroke,Single Light,655000
50000,14,4 stroke,Double Light,590000
20000,12,4 stroke,Double Light,775000
200000,24,2 stroke,Single Light,450000
45000,19,2 stroke,Single Light,590000
56688,11,4 stroke,Double Light,775000
32000,13,4 stroke,Double Light,920000
65000,11,4 stroke,Double Light,960000
121000,24,2 stroke,Single Light,350000
12345,21,2 stroke,Single Light,365000
122800,16,4 stroke,Single Light,490000
85000,16,4 stroke,Single Light,570000
29000,13,4 stroke,Double Light,695000
54000,7,4 stroke,Double Light,1030000
90000,8,4 stroke,Double Light,960000
45000,13,4 stroke,Double Light,630000
53000,32,2 stroke,Single Light,520000
40000,9,4 stroke,Double Light,920000
50000,7,4 stroke,Double Light,1225000
60000,18,2 stroke,Single Light,610000
45680,9,4 stroke,Double Light,885000
24500,13,4 stroke,Double Light,600000
28322,5,4 stroke,Double Light,1360000
68000,20,2 stroke,Single Light,390000
54000,11,4 stroke,Double Light,820000
36500,8,4 stroke,Double Light,875000
32124,22,2 stroke,Single Light,600000
50000,14,4 stroke,Double Light,770000
55000,16,4 stroke,Single Light,610000
60000,13,4 stroke,Double Light,595000
72000,9,4 stroke,Double Light,980000
100000,11,4 stroke,Double Light,800000
45380,11,4 stroke,Double Light,750000
60000,13,4 stroke,Double Light,870000
35000,22,2 stroke,Single Light,430000
13149,5,4 stroke,Double Light,1325000
11222,12,4 stroke,Double Light,980000
60000,8,4 stroke,Double Light,990000
70000,18,4 stroke,Single Light,560000
45000,9,4 stroke,Double Light,920000
53100,8,4 stroke,Double Light,895000
75000,12,4 stroke,Double Light,735000
64000,13,4 stroke,Double Light,675000
74203,9,4 stroke,Double Light,930000
35000,7,4 stroke,Double Light,1080000
14500,8,4 stroke,Double Light,975000
100000,13,4 stroke,Double Light,725000
70000,20,2 stroke,Single Light,380000
20000,9,4 stroke,Double Light,1035000
176500,19,2 stroke,Single Light,490000
57899,17,2 stroke,Single Light,650000
32112,26,2 stroke,Single Light,288000
86000,9,4 stroke,Double Light,850000
11130,7,4 stroke,Double Light,1070000
54000,10,4 stroke,Double Light,880000
58700,15,4 stroke,Single Light,650000
18866,11,4 stroke,Double Light,860000
50000,16,4 stroke,Single Light,530000
56790,9,4 stroke,Double Light,910000
